Primary_Key	School Number	School Year	School Name	Official School Name	LEA Number	LEA Name	Name Prefix Description	Principal First Name	Principal Middle Name	Principal Last Name	Principal Name Suffix	Address Line1	Address Line2	City	State	Zip Code 5	Zip Code 4	Phone Office Area	Phone Office Exch	Phone Office Line	Phone Fax Area	Phone Fax Exch	Phone Fax Line 	Mailing Address Line1	Mailing Address Line2	Mailing City	Mailing State	Mailing Zip Code 5	Mailing Zip Code 4	URL School Address	Sch Operational Status	Sch Operational Status Desc	Opening Effective Date	Closing Date	School Type	School Type Desc	School Program Type	School Program Type Desc	Grade Level Current	Grade Level Approved	Grade Level First Year	Title I	School Calendar Type	School Calendar Description	Extended Hours	School Schedule Type	School Schedule Type Desc	School Designation Type	School Designation Desc	Virtual Status	SBE Region	SBE Region Names	Accreditation Status	Accreditation Status Desc	Federal School Number	College Board Number	School Membership	School Year For Sch Membership	School Teacher Count	School Year For Teachers	Cooperative Innovative HS	Cooperative MMYYYY SBE Approve	First Yr Est ADM	First Yr Est Paid Teacher FTE	Newly Constructed Facility	Occupancy Date	What Facility Will Sch Occupy	Share Space	Share Space Describe	New Sch Population From	List Of Closing Schools	County Code	County Description	Opening In School Year	Locale Type	Locale Type Desc	School Closings?	School Systartstatus	Record Created Timestamp	Record Created By	Last Changed Timestamp	Last Changed By
3405642019	340564	2019	Wiley Magnet Middle	Wiley Magnet Middle	340	Winston Salem / Forsyth County Schools	Ms	Lisa	-	Bodenheimer	-	1400 Northwest Boulevard	-	Winston Salem	NC	27104	3208	336	727	2378	336	727	8412	-	-	-	-	-	-	https://www.wsfcs.k12.nc.us/Domain/2948	1	Open	30-JUN-90	-	R	Regular School	M	Magnet	06:07:08	06:07:08	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	5	Piedmont Triad	-	-	370150000649	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	034	Forsyth	-	12	City, Midsize	-	1	04-23-2010 02:49PM	EDDIE	11-14-2017 08:45AM	alexandra_hoskins
3405682019	340568	2019	Winston-Salem Preparatory Acad	Winston-Salem Preparatory Acad	340	Winston Salem / Forsyth County Schools	Mr	Reggie	-	Hunt	-	1215 North Cameron Avenue	-	Winston-Salem	NC	27101	-	336	703	6732	336	727	2931	-	-	-	-	-	-	https://www.wsfcs.k12.nc.us/Domain/1586	1	Open	01-JUL-04	-	R	Regular School	M	Magnet	06:07:08:09:10:11:12	06:07:08:09:10:11:12	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	5	Piedmont Triad	-	-	370150002729	344466	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	034	Forsyth	-	12	City, Midsize	-	1	04-23-2010 02:49PM	EDDIE	11-14-2017 08:46AM	alexandra_hoskins
34B0002019	34B000	2019	Quality Education Academy	Quality Education Academy	34B	Quality Education Academy	-	Simon	-	Johnson	-	5012-D Lansing Dr	-	Winston-Salem	NC	27105	-	336	744	0804	336	666	2322	-	-	-	-	-	-	http://www.qeschools.org/	1	Open	30-JUN-97	-	R	Regular School	N	None	KG:01:02:03:04:05:06:07:08:09:10:11:12	KG:01:02:03:04:05:06:07:08:09:10:11:12	-	-	Y	Year Round	-	S	Semester	C	Charter	SUPPVIRTUAL	5	Piedmont Triad	-	-	370002502096	344409	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	034	Forsyth	-	12	City, Midsize	-	1	04-23-2010 02:49PM	EDDIE	09-18-2018 12:14PM	simon_johnson
34D0002019	34D000	2019	Carter G Woodson School	Carter G Woodson School	34D	Carter G Woodson School	Ms	Ruth	-	Hopkins	-	437 Goldfloss Street	-	Winston-Salem	NC	27127	3100	336	723	6838	336	723	6425	-	-	-	-	-	-	http://cartergwoodsonschool.org/	1	Open	30-JUN-97	-	R	Regular School	N	None	KG:01:02:03:04:05:06:07:08:09:10:11:12	KG:01:02:03:04:05:06:07:08:10:11:12	-	-	T	Traditional	-	S	Semester	C	Charter	NOTVIRTUAL	5	Piedmont Triad	ST	State	370002702112	344424	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	034	Forsyth	-	12	City, Midsize	-	1	04-23-2010 02:49PM	EDDIE	05-12-2016 12:05PM	ruth_hopkins
34F0002019	34F000	2019	Forsyth Academy	Forsyth Academy	34F	Forsyth Academy	Mrs	Wendy	-	Barajas	-	5426 Shattalon Drive	-	Winston-Salem	NC	27106	-	336	922	1121	336	922	1033	-	-	-	-	-	-	http://forsyth.heritageacademies.com/	1	Open	30-JUN-99	-	R	Regular School	N	None	KG:01:02:03:04:05:06:07:08	KG:01:02:03:04:05:06:07:08	-	-	T	Traditional	-	S	Semester	C	Charter	NOTVIRTUAL	5	Piedmont Triad	-	-	370008302452	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	034	Forsyth	-	12	City, Midsize	-	1	04-23-2010 02:49PM	EDDIE	02-13-2015 02:09PM	lkamp_34f
34G0002019	34G000	2019	The Arts Based School	The Arts Based School	34G	Arts Based School	Ms	Robin	M	Hollis	-	1380 Martin Luther King Jr Dr	-	Winston-Salem	NC	27101	-	336	748	4116	336	748	4117	-	-	-	-	-	-	http://www.artsbasedschool.com	1	Open	30-JUN-02	-	R	Regular School	N	None	KG:01:02:03:04:05:06:07:08	KG:01:02:03:04:05:06:07:08	-	-	T	Traditional	-	S	Semester	C	Charter	NOTVIRTUAL	5	Piedmont Triad	-	-	370012602611	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	034	Forsyth	-	12	City, Midsize	-	1	04-23-2010 02:49PM	EDDIE	09-04-2014 01:09PM	robin_hollis
34H0002019	34H000	2019	NC Leadership Charter Academy	NC Leadership Charter Academy	34H	NC Leadership Charter Academy	Mrs	Renee	H	Faenza	-	4353 High Point Rd	-	Kernersville	NC	27284	-	336	992	2710	336	769	2254	-	-	-	-	-	-	http://www.thencla.org	1	Open	01-JUL-13	-	R	Regular School	N	None	KG:01:02:03:04:05:06:07:08:09:10:11:12	KG:01:02:03:04:05:06:07:08:09:10:11:12	KG:01:02:03:04:05:06:07:08:09	-	T	Traditional	-	S	Semester	C	Charter	NOTVIRTUAL	5	Piedmont Triad	SA	SACS	370034303289	342013	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	034	Forsyth	2014	12	City, Midsize	-	-	03-13-2013 12:00AM	nicola_lefler	01-13-2017 01:16PM	nicola_lefler
34Z0002019	34Z000	2019	Appalachian Academy at Middle Fork	Appalachian State University Academy at Middle Fork	34Z	Appalachian State U Academy Middle Fork	Ms	Tasha	-	Hall-Powell	-	3125 Williston Rd	-	Walkertown	NC	27051	-	336	748	4090	336	727	2942	-	-	-	-	-	-	https://www.wsfcs.k12.nc.us/mfes	3	New	01-JUL-18	-	R	Regular School	N	None	KG:01:02:03:04:05	KG:01:02:03:04:05	KG:01:02:03:04:05	-	T	Traditional	-	S	Semester	L	Laboratory	NOTVIRTUAL	5	Piedmont Triad	-	-	370042703457	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	034	Forsyth	2019	12	City, Midsize	-	-	12-22-2017 11:01AM	nicola_lefler	08-16-2018 09:48AM	nancy_vanhoy
3503042019	350304	2019	Bunn Elementary	Bunn Elementary	350	Franklin County Schools	Ms	Falisa	-	Carter	-	686 Bunn Elem School Road	-	Bunn	NC	27508	-	919	496	4015	919	496	0301	PO Box 143	-	Bunn	NC	27508	0143	https://www.fcschools.net/bunnelementaryschool	1	Open	30-JUN-90	-	R	Regular School	N	None	KG:01:02:03:04:05	P0:P1:P2:P3:PK:KG:01:02:03:04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	SA	SACS	370153000650	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	035	Franklin	-	42	Rural, Distant	-	1	04-23-2010 02:49PM	EDDIE	11-03-2017 03:56PM	david_cooper
3503082019	350308	2019	Bunn High	Bunn High	350	Franklin County Schools	Mr	Daniel	-	Wright	-	29 Bunn Elem School Road	-	Bunn	NC	27508	-	919	496	3975	919	496	1639	PO Box 146	-	Bunn	NC	27508	0146	https://www.fcschools.net/bunnhighschool	1	Open	30-JUN-90	-	R	Regular School	N	None	09:10:11:12	09:10:11:12	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	SA	SACS	370153000651	340475	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	035	Franklin	-	42	Rural, Distant	-	1	04-23-2010 02:49PM	EDDIE	11-03-2017 03:56PM	david_cooper
3503102019	350310	2019	Bunn Middle	Bunn Middle	350	Franklin County Schools	Ms	Latoia	-	Valentine	-	4742 NC 39 Hwy S	-	Bunn	NC	27508	-	919	496	7700	919	496	1404	-	-	-	-	-	-	https://www.fcschools.net/bunnmiddleschool	1	Open	30-JUN-98	-	R	Regular School	N	None	06:07:08	06:07:08	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	SA	SACS	370153002382	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	035	Franklin	-	42	Rural, Distant	-	1	04-23-2010 02:49PM	EDDIE	11-03-2017 03:57PM	david_cooper
3503122019	350312	2019	Cedar Creek Middle	Cedar Creek Middle	350	Franklin County Schools	Mr	James	-	Elliott	-	2228 Cedar Creek Road	-	Youngsville	NC	27596	-	919	554	4848	919	570	5143	-	-	-	-	-	-	https://www.fcschools.net/Cedarcreekmiddleschool	1	Open	30-JUN-98	-	R	Regular School	N	None	06:07:08	06:07:08	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	SA	SACS	370153002383	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	035	Franklin	-	42	Rural, Distant	-	1	04-23-2010 02:49PM	EDDIE	11-03-2017 03:57PM	david_cooper
3503162019	350316	2019	Edward Best Elementary	Edward Best Elementary	350	Franklin County Schools	Mrs	Stephanie	-	Brooks	-	4011 NC 56 Hwy East	-	Louisburg	NC	27549	9804	919	853	2347	919	853	6759	-	-	-	-	-	-	https://www.fcschools.net/edwardbestelementaryschool	1	Open	30-JUN-90	-	R	Regular School	N	None	P0:P1:P2:P3:PK:KG:01:02:03:04:05	P0:P1:P2:P3:PK:KG:01:02:03:04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	SA	SACS	370153000653	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	035	Franklin	-	42	Rural, Distant	-	1	04-23-2010 02:49PM	EDDIE	11-03-2017 03:57PM	david_cooper
3503172019	350317	2019	Franklin County Early College	Franklin County Early College	350	Franklin County Schools	Mrs	Erica	-	Shoulders-Royster	-	8150 NC Highway 56	-	Louisburg	NC	27549	-	919	496	1055	919	496	1033	-	-	-	-	-	-	https://www.fcschools.net/franklincountyearlycollege	1	Open	01-JAN-10	-	R	Regular School	E	Early College	09:10:11:12:13	09:10:11:12:13	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	-	-	370153003101	342380	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	035	Franklin	-	42	Rural, Distant	-	1	04-23-2010 02:49PM	EDDIE	11-03-2017 03:58PM	david_cooper
3503182019	350318	2019	Franklinton Elementary	Franklinton Elementary	350	Franklin County Schools	Mrs	Melissa	-	Richardson	-	431 S Hillsborough St.	-	Franklinton	NC	27525	-	919	494	2479	919	494	7115	-	-	-	-	-	-	https://www.fcschools.net/franklintonelementaryschool	1	Open	30-JUN-94	-	R	Regular School	N	None	P0:P1:P2:P3:PK:KG:01:02:03:04:05	P0:P1:P2:P3:PK:KG:01:02:03:04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	SA	SACS	370153000660	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	035	Franklin	-	42	Rural, Distant	-	1	04-23-2010 02:49PM	EDDIE	11-03-2017 03:58PM	david_cooper
3503212019	350321	2019	Franklinton High	Franklinton High	350	Franklin County Schools	Mr	Russell	-	Holloman	-	910 Cedar Creek Road	-	Franklinton	NC	27525	-	919	494	2332	919	494	5140	-	-	-	-	-	-	https://www.fcschools.net/franklintonhighschool	1	Open	30-JUN-94	-	R	Regular School	N	None	09:10:11:12	09:10:11:12	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	SA	SACS	370153000661	341375	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	035	Franklin	-	42	Rural, Distant	-	1	04-23-2010 02:49PM	EDDIE	11-03-2017 03:59PM	david_cooper
3503242019	350324	2019	Franklinton Middle	Franklinton Middle School	350	Franklin County Schools	-	David	-	Averette	-	3 N Main St	-	Franklinton	NC	27525	-	919	494	2971	919	494	1625	-	-	-	-	-	-	https://www.fcschools.net/franklintonmiddleschool	1	Open	01-JUL-13	-	R	Regular School	N	None	06:07:08	06:07:08	06:07:08	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	-	-	370153003297	-	-	-	-	-	N	-	325	22	N	-	Old Franklinton High School	N	-	School 350312 - Cedar Creek Middle :School 350318 - Franklinton Elementary 	-	035	Franklin	2014	42	Rural, Distant	N	-	01-24-2013 01:39PM	deborah_williams1	11-03-2017 03:59PM	david_cooper
3503302019	350330	2019	Laurel Mill Elementary	Laurel Mill Elementary	350	Franklin County Schools	Mrs	Genie	-	Faulkner	-	730 Laurel Mill Road	-	Louisburg	NC	27549	-	919	853	3577	919	853	3579	-	-	-	-	-	-	https://www.fcschools.net/laurelmillelementaryschool	1	Open	30-JUN-92	-	R	Regular School	N	None	P0:P1:P2:P3:PK:KG:01:02:03:04:05	P0:P1:P2:P3:PK:KG:01:02:03:04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	SA	SACS	370153000574	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	035	Franklin	-	42	Rural, Distant	-	1	04-23-2010 02:49PM	EDDIE	11-03-2017 04:00PM	david_cooper
3503312019	350331	2019	Long Mill Elementary	Long Mill Elementary	350	Franklin County Schools	Dr	Monica	D	Headen	-	1753 Long Mill Rd	-	Youngsville	NC	27596	-	919	554	0667	919	554	1765	-	-	-	-	-	-	https://www.fcschools.net/longmillelementaryschool	1	Open	01-JUL-08	-	R	Regular School	N	None	P0:P1:P2:P3:PK:KG:01:02:03:04:05	P0:P1:P2:P3:PK:KG:01:02:03:04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	-	-	370153003013	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	035	Franklin	-	42	Rural, Distant	-	1	04-23-2010 02:49PM	EDDIE	11-03-2017 04:00PM	david_cooper
3503322019	350332	2019	Louisburg Elementary	Louisburg Elementary	350	Franklin County Schools	Mrs	Trenace	-	Gilmore	-	50 Stone Southerland Road	-	Louisburg	NC	27549	-	919	496	3676	919	496	2460	-	-	-	-	-	-	https://www.fcschools.net/louisburgelementaryschool	1	Open	30-JUN-92	-	R	Regular School	N	None	P0:P1:P2:P3:PK:KG:01:02:03:04:05	P0:P1:P2:P3:PK:KG:01:02:03:04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	SA	SACS	370153000657	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	035	Franklin	-	42	Rural, Distant	-	1	04-23-2010 02:49PM	EDDIE	11-03-2017 04:01PM	david_cooper
3503362019	350336	2019	Louisburg High	Louisburg High	350	Franklin County Schools	Ms	Melissa	-	Thomas	-	201 Allen Lane	-	Louisburg	NC	27549	2197	919	496	3725	919	496	2505	-	-	-	-	-	-	https://www.fcschools.net/louisburghighschool	1	Open	30-JUN-90	-	R	Regular School	N	None	09:10:11:12	09:10:11:12	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	SA	SACS	370153000658	342390	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	035	Franklin	-	42	Rural, Distant	-	1	04-23-2010 02:49PM	EDDIE	11-03-2017 03:56PM	david_cooper
3503382019	350338	2019	Terrell Lane Middle	Terrell Lane Middle	350	Franklin County Schools	Mr	Eric 	-	Betheil	-	101 Terrell Lane	-	Louisburg	NC	27549	9207	919	496	1855	919	496	1370	-	-	-	-	-	-	https://www.fcschools.net/terrelllanemiddleschool	1	Open	30-JUN-92	-	R	Regular School	N	None	06:07:08	06:07:08	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	SA	SACS	370153000575	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	035	Franklin	-	42	Rural, Distant	-	1	04-23-2010 02:49PM	EDDIE	11-03-2017 04:01PM	david_cooper
3503392019	350339	2019	Royal Elementary	Royal Elementary	350	Franklin County Schools	Mrs	Dominique	-	Teasley	-	308 Flat Rock Church Road	-	Louisburg	NC	27549	-	919	496	7377	919	496	7343	-	-	-	-	-	-	https://www.fcschools.net/royalelementaryschool	1	Open	30-JUN-02	-	R	Regular School	N	None	P0:P1:P2:P3:PK:KG:01:02:03:04:05	P0:P1:P2:P3:PK:KG:01:02:03:04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	SA	SACS	370153002628	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	035	Franklin	-	42	Rural, Distant	-	1	04-23-2010 02:49PM	EDDIE	11-03-2017 04:01PM	david_cooper
3503402019	350340	2019	Youngsville Elementary	Youngsville Elementary	350	Franklin County Schools	Ms	Caroline	-	Linker	-	125 US I-A	-	Youngsville	NC	27596	-	919	556	5250	919	556	3962	PO Box 338	-	Youngsville	NC	27596	0338	https://www.fcschools.net/youngsvilleelementaryschool	1	Open	30-JUN-90	-	R	Regular School	N	None	KG:01:02:03:04:05	P0:P1:P2:P3:PK:KG:01:02:03:04:05	-	-	Y	Year Round	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	SA	SACS	370153000659	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	035	Franklin	-	42	Rural, Distant	-	1	04-23-2010 02:49PM	EDDIE	11-03-2017 04:02PM	david_cooper
35A0002019	35A000	2019	Crosscreek Charter School	Crosscreek Charter School	35A	Crosscreek Charter School	Ms	Robin	H	Jackson	-	306 Sandalwood Avenue	-	Louisburg	NC	27549	-	919	497	3198	919	497	0232	-	-	-	-	-	-	http://www.crosscreekcharterschool.com/	1	Open	30-JUN-01	-	R	Regular School	N	None	KG:01:02:03:04:05:06:07:08	KG:01:02:03:04:05:06:07:08	-	-	M	Modified	-	S	Semester	C	Charter	NOTVIRTUAL	3	North Central	-	-	370011902579	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	035	Franklin	-	41	Rural, Fringe	-	1	04-23-2010 02:49PM	EDDIE	02-11-2015 09:53AM	angela_brooks
35B0002019	35B000	2019	Youngsville Academy	Youngsville Academy	35B	Youngsville Academy	Mr	Larry	D	Henson	-	2045 Hicks Rd	-	Youngsville	NC	27596	-	984	235	4620	-	-	-	2045 Hicks Rd	-	Youngsville	NC	27549	-	http://youngsvilleacademy.org/	1	Open	01-JUL-15	-	R	Regular School	N	None	KG:01:02:03:04:05	KG:01:02:03:04:05:06:07:08:09:10:11:12	KG:01:02	-	Y	Year Round	-	Q	Quarterly	C	Charter	NOTVIRTUAL	3	North Central	-	-	370038703371	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	035	Franklin	2016	42	Rural, Distant	-	-	01-13-2015 10:48AM	nicola_lefler	01-23-2019 02:21PM	lindsey_fuller
3603102019	360310	2019	Ashbrook High	Ashbrook High School	360	Gaston County Schools	-	Rebecca	-	Wilson	-	2222 S New Hope Road	-	Gastonia	NC	28054	6596	704	866	6600	704	866	6203	-	-	-	-	-	-	http://www.gaston.k12.nc.us/ashbrook	1	Open	30-JUN-90	-	R	Regular School	N	None	09:10:11:12	09:10:11:12	-	-	T	Traditional	-	B	Block	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370162000663	341445	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	036	Gaston	-	22	Suburb, Midsize	-	1	04-23-2010 02:49PM	EDDIE	12-02-2015 02:38PM	jeppie_hager
3603202019	360320	2019	Belmont Central Elementary	Belmont Central Elementary School	360	Gaston County Schools	Mrs	Phyllis	-	Whitworth	-	310 Eagle Road	-	Belmont	NC	28012	3721	704	836	9137	704	825	8080	-	-	-	-	-	-	http://gaston.k12.nc.us/belmontcentral	1	Open	30-JUN-90	-	R	Regular School	N	None	02:03:04:05	02:03:04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370162000665	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	036	Gaston	-	22	Suburb, Midsize	-	1	04-23-2010 02:49PM	EDDIE	12-02-2015 02:42PM	jeppie_hager
3603242019	360324	2019	Belmont Middle	Belmont Middle School	360	Gaston County Schools	-	Susan 	-	Redmond	-	110 N Central Avenue	-	Belmont	NC	28012	3636	704	836	9611	704	825	6951	-	-	-	-	-	-	http://gaston.k12.nc.us/belmontmiddle	1	Open	30-JUN-90	-	R	Regular School	N	None	06:07:08	06:07:08	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370162000666	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	036	Gaston	-	22	Suburb, Midsize	-	1	04-23-2010 02:49PM	EDDIE	12-02-2015 02:43PM	jeppie_hager
3603322019	360332	2019	Bessemer City Central Elem	Bessemer City Central Elementary School	360	Gaston County Schools	Mrs	Caroline	-	Black	-	1400 Puett's Chapel Road	-	Bessemer City	NC	28016	-	704	836	9108	704	629	6320	-	-	-	-	-	-	http://www.gaston.k12.nc.us/bccentral	1	Open	30-JUN-90	-	R	Regular School	N	None	03:04:05	03:04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370162000667	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	036	Gaston	-	22	Suburb, Midsize	-	1	04-23-2010 02:49PM	EDDIE	12-02-2015 02:45PM	jeppie_hager
3603362019	360336	2019	Bessemer City High	Bessemer City High School	360	Gaston County Schools	Dr	Sheila	-	Wyont	-	119 Yellow Jacket Lane	-	Bessemer City	NC	28016	-	704	836	9601	704	629	2775	-	-	-	-	-	-	http://www.gaston.k12.nc.us/bchigh	1	Open	30-JUN-90	-	R	Regular School	N	None	09:10:11:12	09:10:11:12	-	-	T	Traditional	-	B	Block	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370162000668	340330	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	036	Gaston	-	22	Suburb, Midsize	-	1	04-23-2010 02:49PM	EDDIE	12-02-2015 02:55PM	jeppie_hager
3603372019	360337	2019	Gaston Early College High School	Gaston Early College High School	360	Gaston County Schools	-	Joshua	-	Allen	-	Gaston College Lena Sue Beam Bldg	201 Hwy 321 South	Dallas	NC	28034	-	704	922	2405	-	-	-	-	-	-	-	-	-	http://www.gaston.k12.nc.us/gastonearlycollege	1	Open	01-JUL-10	-	R	Regular School	E	Early College	09:10:11:12:13	09:10:11:12:13	09:10:11	-	M	Modified	-	S	Semester	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370162003217	340962	-	-	-	-	Y	072010	120	6	N	-	Bessemer City High School	Y	school within a school--1 wing	Bessemer City High School	-	036	Gaston	2011	22	Suburb, Midsize	N	-	07-19-2010 11:45AM	john_tutterow	06-03-2016 03:59PM	RON
3603382019	360338	2019	Bessemer City Primary	Bessemer City Primary School	360	Gaston County Schools	-	April	-	Conley	-	1320 North 12th Street	-	Bessemer City	NC	28016	-	704	836	9109	704	629	6119	-	-	-	-	-	-	http://www.gaston.k12.nc.us/bcprimary	1	Open	30-JUN-90	-	R	Regular School	N	None	PK:KG:01:02	PK:KG:01:02	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370162000669	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	036	Gaston	-	22	Suburb, Midsize	-	1	04-23-2010 02:49PM	EDDIE	12-02-2015 02:44PM	jeppie_hager
3603392019	360339	2019	W B Beam Intermediate School	W B Beam Intermediate School	360	Gaston County Schools	-	Todd	-	Dellinger	-	401 East First Street	-	Cherryville	NC	28021	-	704	836	9114	704	435	6056	-	-	-	-	-	-	http://www.gaston.k12.nc.us/wbbeam	1	Open	01-JUL-04	-	R	Regular School	N	None	04:05	04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370162002730	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	036	Gaston	-	22	Suburb, Midsize	-	1	04-23-2010 02:49PM	EDDIE	07-20-2017 02:04PM	pam_huffstetler
3603402019	360340	2019	Brookside Elementary	Brookside Elementary School	360	Gaston County Schools	-	Chad	-	Hovis	-	1925 Auten Rd.	-	Gastonia	NC	28054	-	704	866	6283	704	866	6294	-	-	-	-	-	-	http://gaston.k12.nc.us/brookside	1	Open	30-JUN-94	-	R	Regular School	N	None	PK:KG:01:02:03:04:05	PK:KG:01:02:03:04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370162001107	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	036	Gaston	-	22	Suburb, Midsize	-	1	04-23-2010 02:49PM	EDDIE	12-02-2015 02:55PM	jeppie_hager
3603442019	360344	2019	Carr Elementary	Carr Elementary School	360	Gaston County Schools	-	Rebekah	-	Duncan	-	307 S Pine St	-	Dallas	NC	28034	1904	704	922	3636	704	922	7992	-	-	-	-	-	-	http://www.gaston.k12.nc.us/carr	1	Open	30-JUN-90	-	R	Regular School	N	None	PK:KG:01:02:03:04:05	PK:KG:01:02:03:04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370162000670	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	036	Gaston	-	22	Suburb, Midsize	-	1	04-23-2010 02:49PM	EDDIE	12-02-2015 02:59PM	jeppie_hager
3603482019	360348	2019	Catawba Heights Elementary	Catawba Heights Elementary School	360	Gaston County Schools	Mrs	Cindy	-	Stroupe	-	101 Ivey Street	-	Belmont	NC	28012	2554	704	836	9119	704	827	2419	-	-	-	-	-	-	http://gaston.k12.nc.us/cheights	1	Open	30-JUN-90	-	R	Regular School	N	None	PK:KG:01:02:03:04:05	PK:KG:01:02:03:04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370162000671	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	036	Gaston	-	22	Suburb, Midsize	-	1	04-23-2010 02:49PM	EDDIE	12-02-2015 03:00PM	jeppie_hager
3603522019	360352	2019	Chapel Grove Elementary	Chapel Grove Elementary School	360	Gaston County Schools	-	Chad	-	Carper	-	5201 Lewis Road	-	Gastonia	NC	28052	9801	704	836	9113	704	861	1204	-	-	-	-	-	-	http://www.gaston.k12.nc.us/cgrove	1	Open	30-JUN-90	-	R	Regular School	N	None	PK:KG:01:02:03:04:05	PK:KG:01:02:03:04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370162000672	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	036	Gaston	-	22	Suburb, Midsize	-	1	04-23-2010 02:49PM	EDDIE	12-02-2015 03:01PM	jeppie_hager
